,Name,Rank,Rating,Release_year,Episodes,Type,Studio,Tags,staff,Good_Anime
7708,Lupin III: The Mystery of Mamo,4840.0,7.04,1978-01-01 00:00:00.000000,0.0,Movie,TMS Entertainment,"Action, Adventure, Criminals, Thieves, Based on a Manga, Nudity","Monkey Punch : Original Creator, Souji Yoshikawa : Director, Yuuji Oono : Music, Yuuzou Aoki : Character Design, Yukio Abe : Art Director",0
7709,Lupin III: The Woman Called Fujiko Mine,1517.0,7.72,2012-01-01 00:00:00.000000,13.0,TV,TMS Entertainment,"Action, Criminals, Episodic, Noir, Thieves, Nudity","Monkey Punch : Original Creator, Sayo Yamamoto : Director, Naruyoshi Kikuchi : Music, Takeshi Koike : Character Design, Toshio Nakatani : Producer, Yuu Kiyozono : Producer, Naoki Iwasa : Producer, Shin Itagaki : Animation Director & Episode Director & Key Animator & Storyboard",0
7710,Lupin Shanshei,8003.0,6.68,2012-01-01 00:00:00.000000,10.0,OVA,TMS Entertainment,"Parody, Short Episodes, Thieves, Flash Animation",Frogman : Director & Character Design,0
7711,Lupin Tai Holmes,5144.0,7.0,1981-01-01 00:00:00.000000,0.0,TV Sp,Toei Animation,"Mystery, Criminals, Detectives, Sherlock Holmes, Thieves","Masayuki Akihi : Director, Hiroki Tamaki : Music, Yoshiyuki Kishi : Character Design, Chiaki Imada : Producer",0
7712,Lupin VIII: Arsene and Cie,12841.0,6.02,2012-01-01 00:00:00.000000,1.0,OVA,TMS Entertainment,"Action, Criminals, Thieves",Rintarou : Director,0
7713,Luve Jelly CM,13017.0,5.98,2018-01-01 00:00:00.000000,0.0,Other,DLE,"Commercials, Promotional, Flash Animation",unknown,0
7714,Lychee DE Light Club,15151.0,4.74,2012-01-01 00:00:00.000000,0.0,TV,Kachidoki Studio,"Comedy, Chibi, Parody, School Club, School Life, Short Episodes, Based on a Manga",Usamaru Furuya : Original Creator,0
7718,M3 the dark metal,11688.0,6.22,2014-01-01 00:00:00.000000,24.0,TV,C2C,"Action, Drama, Sci Fi, Original Work","Junichi Satou : Director, Hideki Inoue : Character Design, Shouji Kawamori : Mechanical Design, Shunsuke Matsumura : Producer, Kento Yoshida : Producer",0
7719,M3 the dark metal Recap,5492.0,6.96,2014-01-01 00:00:00.000000,0.0,TV Sp,C2C,"Action, Drama, Sci Fi, Recap, Original Work",unknown,0
7720,MAFF x Chobitto Zukan,12306.0,6.12,2017-01-01 00:00:00.000000,4.0,Web,Kachidoki Studio,"Comedy, Promotional, Short Episodes",unknown,0
7721,MAG.NET: Jingle ID,13842.0,5.74,2010-01-01 00:00:00.000000,0.0,Other,unknown,"Fantasy, No Dialogue, Promotional",Rapparu : Director,0
7722,MAPS,13398.0,5.88,1994-01-01 00:00:00.000000,4.0,OVA,TMS Entertainment,"Action, Adventure, Sci Fi, Outer Space, Explicit Violence","Susumu Nishizawa : Director, Masahiko Ookura : Character Design, Mikihiro Iwata : Producer, Masao Machizuki : Producer, Mukihiro Iwata : Producer",0
7723,MAPS: Densetsu no Samayoeru Seijin-tachi,7498.0,6.74,1987-01-01 00:00:00.000000,1.0,OVA,Gallop,"Action, Adventure, Sci Fi, Based on a Manga","Yuuichi Hasegawa : Original Creator, Keiji Hayakawa : Director, Kouhei Tanaka : Music, Hatsuki Tsuji : Character Design, Shichirou Kobayashi : Art Director, Shuuichi Kakesu : Editor, Kenji Terada : Screenplay",0
7724,MARS RED,7843.0,6.7,2021-01-01 00:00:00.000000,13.0,TV,Signal.MD,"Action, Sci Fi, Historical, Supernatural, Vampires","Bunou Fujisawa : Original Creator, Kemuri Karakara : Original Character Design, Shinya Sadamitsu : Chief Director, Kouhei Hatano : Director, Toshiyuki Muranaka : Music, Yukari Takeuchi : Character Design, Etsuko Iijima : Producer, Rie Matsubara : Editor",0
7725,MARS RED: Zero Kikan Nippou,12962.0,6.0,2020-01-01 00:00:00.000000,5.0,Web,AQUA ARIS,"Comedy, Chibi, Short Episodes",unknown,0
7726,MD Geist,14845.0,5.2,1986-01-01 00:00:00.000000,1.0,OVA,Zero-G Room,"Action, Sci Fi, Military, Overpowered Main Characters, Post-apocalyptic, Original Work, Explicit Violence,, Nudity","Hayato Ikeda : Director, Youichi Takahashi : Music, Tsuneo Ninomiya : Character Design, Masato Takami : Producer, Kiyoshi Shoji : Producer, Masao Nakamura : Producer",0
7727,MD Geist II: Death Force,14944.0,5.1,1996-01-01 00:00:00.000000,1.0,OVA,Zero-G Room,"Action, Sci Fi, Island, Military, Overpowered Main Characters, Post-apocalyptic, Original Work, Explicit Violence","Kouichi Oohata : Director, Toshiharu Murata : Character Design, Shunji Murata : Character Design, Masato Takami : Producer, Masao Nakamura : Producer",0
7730,MIRROR,14551.0,5.42,2010-01-01 00:00:00.000000,0.0,Movie,unknown,"Abstract, Shorts",Ryu Kato : Director,0
7733,MM!,2981.0,7.34,2010-01-01 00:00:00.000000,12.0,TV,XEBEC,"Comedy, Romance, Seinen, Androphobia, Fetish, School Club, School Life, Slapstick, Tsundere, Based on a Light Novel","Tsuyoshi Nagasawa : Director, Yukari Hashimoto : Music, Taeko Hori : Character Design, Akimasa Sasao : Producer, Hiromasa Minami : Producer, Takatoshi Chino : Producer, Tatsuhiro Nitta : Producer, Katsumi Koike : Producer",0
7734,MM! Group: SS!,9224.0,6.54,2010-01-01 00:00:00.000000,0.0,DVD S,XEBEC,"Comedy, Ecchi, Based on a Light Novel",Yukari Hashimoto : Music,0
7735,MSonic! D'Artagnyan's Rise to Fame,11594.0,6.24,2017-01-01 00:00:00.000000,5.0,Web,LIDEN FILMS,"Fantasy, Animal Characteristics, Idols, Music, Based on a Mobile Game","Teppei Sunamura : Producer & Original Concept, Keido Dei : Director, Monaca : Music, Haruka Sagawa : Character Design, Minami Yoshida : Character Design & Chief Animation Director, Hiromasa Kitahara : Chief Animation Director, Souta Shigetou : Chief Animation Director",0
7736,MTV ID (Masanobu Hiraoka),7444.0,6.74,2017-01-01 00:00:00.000000,0.0,Other,unknown,"Abstract, No Dialogue, Promotional, Station Identifications","Masanobu Hiraoka : Director, Aimar Molero : Music",0
7737,MTV ID (Shunsuke Saito),13894.0,5.72,2006-01-01 00:00:00.000000,0.0,Other,unknown,"Abstract, No Dialogue, Promotional, Short Episodes, Station Identifications",Shunsuke Saito : Director,0
7738,MTV TOP 20: MTV Town ID,6961.0,6.8,2019-01-01 00:00:00.000000,0.0,Other,unknown,"Abstract, No Dialogue, Promotional, Station Identifications","Densuke28 : Director, Makoto Kubota : Director, Naoya Hirata : Director, Kanta Mochida : Director, Yohsuke Chiai : Director, Tetsumaru Fukuda : Creative Director & Music, Hozumi Suzuki : Music, Wataru Watanabe : Producer",0
7739,MTV ULTRAHITS ID (Masanobu Hiraoka),6699.0,6.82,2017-01-01 00:00:00.000000,0.0,Other,unknown,"Abstract, No Dialogue, Promotional, Station Identifications",Masanobu Hiraoka : Director,0
7740,MTV ULTRAHITS: Execute ID,10340.0,6.42,2019-01-01 00:00:00.000000,0.0,Other,unknown,"Abstract, No Dialogue, Promotional, Station Identifications","Naoya Hirata : Director, Ironstone : Music, Wataru Watanabe : Producer",0
7741,MTV ULTRAHITS: Gummies ID,11175.0,6.3,2019-01-01 00:00:00.000000,0.0,Other,unknown,"Abstract, No Dialogue, Non-Human Protagonists, Promotional, Station Identifications","Kanta Mochida : Director, Takaaki Kawai : Music, Wataru Watanabe : Producer",0
7742,MTV ULTRAHITS: Wild Cleaner ID,9143.0,6.56,2019-01-01 00:00:00.000000,0.0,Other,unknown,"Abstract, Promotional, Station Identifications, CG Animation","Densuke28 : Director, Wataru Watanabe : Director, Tetsumaru Fukuda : Music, Hozumi Suzuki : Music",0
7743,MTV: After Hours ID,9739.0,6.48,2020-01-01 00:00:00.000000,0.0,Other,unknown,"Comedy, No Dialogue, Promotional, Station Identifications, CG Animation","Densuke28 : Director, Tetsumaru Fukuda : Creative Director, Takahiro Nakajima : Music, Wataru Watanabe : Producer",0
7744,MTV: Horny ID,15208.0,4.58,2017-01-01 00:00:00.000000,0.0,Other,unknown,"Ecchi, Abstract, Promotional, Station Identifications","Sawako Kabuki : Director, Saeki Seinosuke : Music",0
7746,Maabou no Daikyousou,14993.0,5.02,1936-01-01 00:00:00.000000,0.0,Movie,unknown,"Sports, Black and White, Japanese Anime Classic Collection, No Dialogue, Racing, Shorts, Original Work",unknown,0
7747,Maabou no Kinoshita Toukichirou,14650.0,5.36,1938-01-01 00:00:00.000000,0.0,Movie,unknown,"Action, Black and White, Japanese Anime Classic Collection, Shorts, Original Work",unknown,0
7748,Maboroshi Mabo-chan,7365.0,6.74,1992-01-01 00:00:00.000000,24.0,TV,Studio Comet,"Adventure, Fantasy, Family Friendly","Yo Tsuji : Music, Hiroshi Kanazawa : Character Design",0
7749,Maburaho,5623.0,6.94,2003-01-01 00:00:00.000000,24.0,TV,J.C.Staff,"Ecchi, Harem, Slice of Life, Magic, School Life, Based on a Light Novel","Shinichirou Kimura : Director, Ryou Sakai : Music, Koichi Korenaga : Music, Yasunari Nitta : Character Design, Shichirou Kobayashi : Art Director, Yuuji Matsukura : Producer, Takashi Tachizaki : Producer, Tsuneo Takechi : Producer",0
7750,Mac the Movie,13932.0,5.7,1985-01-01 00:00:00.000000,0.0,Movie,unknown,"Abstract, Shorts, CG Animation",Taku Furukawa : Director,0
7751,Mach Girl,9474.0,6.52,2008-01-01 00:00:00.000000,26.0,TV,Studio Rong,"Comedy, Cars, Racing, Short Episodes","Koshu Inaba : Music, Suzuka Yoshida : Character Design",0
7757,Machikado no Meruhen,5879.0,6.92,1984-01-01 00:00:00.000000,1.0,OVA,Kitty Film Mitaka Studio,"Romance, Music","Mizuho Nishikubo : Director, Yoshitaka Amano : Character Design, Shichirou Kobayashi : Art Director",0
7758,Machine Hayabusa,12291.0,6.12,1976-01-01 00:00:00.000000,21.0,TV,Toei Animation,"Shounen, Sports, Cars, Racing, Original Work","Takao Kozai : Character Design, Takashi Ogino : Producer",0
7759,Machine Robo: Revenge of Chronos,11464.0,6.26,1986-01-01 00:00:00.000000,47.0,TV,Ashi Productions,"Action, Mecha, Sci Fi, Aliens, Transforming Mecha, Original Work","Hiroshi Yoshida : Director, Tachio Akano : Music, Nobuyoshi Habara : Character Design, Hiroshi Katou : Producer, Hyota Ezu : Producer, Kazuo Shimamura : Producer, Kazuhiko Kosaka : Storyboard, Nobuaki Kishima : Screenplay",0
7760,Machine Robo: The Running Battle Hackers,8426.0,6.64,1987-01-01 00:00:00.000000,0.0,TV,unknown,"Action, Mecha, Sci Fi, Transforming Mecha, Original Work",Nobuaki Kishima : Screenplay & Series Composition,0
7761,Macross 25th Anniversary: All That VF Macross F Version,11747.0,6.22,2008-01-01 00:00:00.000000,0.0,Other,unknown,"Mecha, Aviation, Music, Promotional, Real Robot, Shorts, Transforming Mecha, CG Animation",unknown,0
7762,Macross 25th Anniversary: All That VF Macross Zero Version,12294.0,6.12,2008-01-01 00:00:00.000000,0.0,Other,unknown,"Mecha, Aviation, Music, Promotional, Real Robot, Shorts, Transforming Mecha, CG Animation",unknown,0
7763,Macross 7,5789.0,6.92,1994-01-01 00:00:00.000000,49.0,TV,Ashi Productions,"Mecha, Romance, Sci Fi, Aliens, Idols, Military, Music, Outer Space, Real Robot, Rock Music, Space Opera, Transforming Mecha, Original Work","Shouji Kawamori : Mechanical Design & Original Creator & Storyboard, Tetsurou Amino : Director, Kenichirou Katsura : Character Design, Kaya Ohnishi : Producer, Ryou Iguchi : Producer, Kazunori Tanahashi : Episode Director & Storyboard",0
7764,Macross 7 Encore,7104.0,6.78,1995-01-01 00:00:00.000000,3.0,OVA,Ashi Productions,"Drama, Mecha, Romance, Sci Fi, Aliens, Idols, Military, Music, Outer Space, Real Robot, Rock Music, Space Opera, Transforming Mecha, Original Work","Tetsurou Amino : Director, Kaya Ohnishi : Producer",0
7765,Macross 7 Plus,9594.0,6.5,1995-01-01 00:00:00.000000,0.0,DVD S,unknown,"Sci Fi, Music",unknown,0
7766,Macross 7: The Galaxy is Calling Me,6797.0,6.82,1995-01-01 00:00:00.000000,0.0,Movie,Ashi Productions,"Adventure, Mecha, Sci Fi, Aliens, Idols, Music, Outer Space, Real Robot, Rock Music, Transforming Mecha, Original Work","Shouji Kawamori : Mechanical Design & Original Creator, Tetsurou Amino : Director",0
7767,Macross Delta,3858.0,7.18,2016-01-01 00:00:00.000000,26.0,TV,SATELIGHT,"Action, Mecha, Sci Fi, Aliens, Idols, Love Triangle, Music, Outer Space, Pandemic, Real Robot, Transforming Mecha, War, Original Work","Shouji Kawamori : Chief Director & Mechanical Design & Original Creator, Studio Nue : Original Creator, Kenji Yasuda : Director, Mina Kubota : Music, Saeko Suzuki : Music, Tomisiro : Music, Majiro : Character Design, Masaru Shindou : Character Design",0
7768,Macross Delta Movie 2: Zettai Live!!!!!!,4369.0,7.1,2021-01-01 00:00:00.000000,0.0,Movie,SATELIGHT,"Action, Sci Fi, Original Work","Shouji Kawamori : Director & Mechanical Design & Original Creator, Studio Nue : Original Creator, Naomichi Yamato : Assistant Director, Majiro : Character Design, Masaru Shindou : Character Design",0
7769,Macross Delta Movie: Gekijou no Walkure,5523.0,6.96,2018-01-01 00:00:00.000000,0.0,Movie,SATELIGHT,"Mecha, Sci Fi, Idols, Transforming Mecha","Shouji Kawamori : Chief Director & Mechanical Design & Original Creator, Studio Nue : Original Creator, Kenji Yasuda : Director, Mina Kubota : Music, Saeko Suzuki : Music, Tomisiro : Music, Majiro : Character Design, Masaru Shindou : Character Design",0
7770,Macross Delta Movie: Gekijou no Walkure Picture Drama,3916.0,7.16,2018-01-01 00:00:00.000000,0.0,DVD S,SATELIGHT,Picture Drama,unknown,0
7771,Macross Delta Movie: Gekijou no Walkure Special,10879.0,6.34,2018-01-01 00:00:00.000000,0.0,DVD S,SATELIGHT,"Comedy, Chibi",unknown,0
7772,Macross Delta Specials,8350.0,6.64,2016-01-01 00:00:00.000000,0.0,DVD S,Studio Puyukai,"Comedy, Sci Fi, Aliens, Chibi, Idols, Outer Space, Picture Drama, Original Work","Minoru Ashina : Director, Minoru Takehara : Character Design",0
7773,Macross Dynamite 7,6831.0,6.8,1997-01-01 00:00:00.000000,4.0,OVA,Ashi Productions,"Adventure, Mecha, Sci Fi, Aliens, Idols, Music, Outer Space, Rock Music, Transforming Mecha, Original Work, Nudity","Shouji Kawamori : Mechanical Design & Original Creator & Series Composition, Studio Nue : Original Creator, Tetsurou Amino : Director, Kaya Ohnishi : Producer",0
7774,Macross FB7: Ginga Rukon Ore no Uta wo Kike!,9276.0,6.54,2012-01-01 00:00:00.000000,0.0,Movie,SATELIGHT,"Action, Mecha, Sci Fi, Aliens, Idols, Music, Transforming Mecha","Shouji Kawamori : Mechanical Design & Original Creator, Studio Nue : Original Creator, Tetsurou Amino : Director, Risa Ebata : Character Design, Yuuichi Takahashi : Character Design",0
7775,Macross Frontier,861.0,8.02,2007-01-01 00:00:00.000000,25.0,TV,SATELIGHT,"Action, Mecha, Romance, Sci Fi, Aliens, Idols, Love Triangle, Military, Music, Outer Space, Real Robot, Space Opera, Transforming Mecha, Original Work","Shouji Kawamori : Chief Director & Mechanical Design & Original Creator & Series Composition & Storyboard, Studio Nue : Original Creator, Yasuhito Kikuchi : Director, Youko Kanno : Music, Risa Ebata : Character Design, Yuuichi Takahashi : Character Design, Eiji Inomoto : Cg Director, Hiroo Maruyama : Producer",0
7776,Macross Frontier Deculture Edition,1628.0,7.68,2007-01-01 00:00:00.000000,0.0,TV Sp,SATELIGHT,"Sci Fi, Aliens, Idols","Youko Kanno : Music, Risa Ebata : Character Design",0
7777,Macross Frontier Movie 1: Itsuwari no Utahime,1392.0,7.78,2009-01-01 00:00:00.000000,0.0,Movie,SATELIGHT,"Action, Drama, Mecha, Romance, Sci Fi, Idols, Love Triangle, Music, Real Robot, Space Opera, Transforming Mecha, Nudity","Shouji Kawamori : Director & Mechanical Design & Original Creator & Screenplay & Storyboard, Studio Nue : Original Creator, Youko Kanno : Music, Risa Ebata : Character Design, Yuuichi Takahashi : Character Design, Eiji Inomoto : Cg Director, Hisanori Kunisaki : Producer, Sawako Yamamoto : Key Animator",0
7778,Macross Frontier Movie 2: Sayonara no Tsubasa,1042.0,7.92,2011-01-01 00:00:00.000000,0.0,Movie,SATELIGHT,"Action, Drama, Mecha, Romance, Sci Fi, Idols, Love Triangle, Music, Real Robot, Transforming Mecha","Shouji Kawamori : Director & Mechanical Design & Original Creator & Screenplay & Storyboard, Studio Nue : Original Creator, Youko Kanno : Music, Risa Ebata : Character Design, Yuuichi Takahashi : Character Design, Hisanori Kunisaki : Producer, Toshiharu Murata : Chief Animation Director, Masaki Hinata : Key Animator",0
7780,Macross Frontier Short Movie: Toki no Meikyuu,4461.0,7.1,2021-01-01 00:00:00.000000,0.0,Movie,SATELIGHT,"Mecha, Sci Fi, Military, Original Work","Shouji Kawamori : Director & Original Creator & Storyboard, Studio Nue : Original Creator",0
7781,Macross Frontier: Choujikuu Gekijou,6636.0,6.82,2011-01-01 00:00:00.000000,0.0,DVD S,unknown,Chibi,unknown,0
7783,Macross Fufonfia,13642.0,5.8,2007-01-01 00:00:00.000000,20.0,Web,Spring 2007,"Comedy, Chibi, Parody, Short Episodes",unknown,0
7784,Macross Fufonfia Specials,12405.0,6.1,2013-01-01 00:00:00.000000,0.0,DVD S,unknown,"Comedy, Parody",unknown,0
7785,Macross Plus,1710.0,7.66,1994-01-01 00:00:00.000000,4.0,OVA,Triangle Staff,"Drama, Mecha, Romance, Sci Fi, Aliens, Aviation, Idols, Love Triangle, Military, Music, Real Robot, Transforming Mecha, Original Work, Nudity,, Violence","Shouji Kawamori : Chief Director & Mechanical Design & Original Creator & Storyboard, Studio Nue : Original Creator, Shinichirou Watanabe : Director, Youko Kanno : Music, Masayuki : Character Design, Minoru Takanashi : Producer, Shuuichi Kakesu : Editor, Keiko Nobumoto : Screenplay",0
7786,Macross Plus Movie Edition,1590.0,7.7,1995-01-01 00:00:00.000000,0.0,Movie,Triangle Staff,"Drama, Mecha, Romance, Sci Fi, Aliens, Aviation, Idols, Love Triangle, Military, Music, Real Robot, Transforming Mecha, Original Work, Nudity,, Violence","Shouji Kawamori : Chief Director & Original Creator & Storyboard, Studio Nue : Original Creator, Shinichirou Watanabe : Director, Youko Kanno : Music, Masayuki : Character Design, Minoru Takanashi : Producer, Shuuichi Kakesu : Editor, Keiko Nobumoto : Screenplay",0
7787,Macross XX,14600.0,5.38,2002-01-01 00:00:00.000000,1.0,OVA,GONZO,"Action, Mecha, Promotional, Real Robot, Shorts, Transforming Mecha, CG Animation",unknown,0
7788,Macross Zero,1647.0,7.68,2002-01-01 00:00:00.000000,5.0,OVA,SATELIGHT,"Action, Mecha, Romance, Sci Fi, Aviation, Island, Military, Real Robot, Transforming Mecha, Original Work, Nudity","Shouji Kawamori : Director & Mechanical Design & Original Creator, Studio Nue : Original Creator, Kuniaki Haishima : Music, Takuya Saitou : Character Design, Minoru Takanashi : Producer, Kaya Ohnishi : Producer",0
7789,Mad Bull 34,13416.0,5.88,1990-01-01 00:00:00.000000,4.0,OVA,Magic Bus,"Action, Comedy, Police, Based on a Manga, Drug Use,, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse","Kazuo Koike : Original Creator, Satoshi Dezaki : Director, John Michael : Music, Curio : Music, Keizou Shimizu : Character Design, Kazunori Tanahashi : Episode Director & Storyboard",0
7790,Madara,12368.0,6.12,1991-01-01 00:00:00.000000,2.0,OVA,Studio Fantasia,"Action, Adventure, Fantasy, Shounen, Cyborgs, Monsters, Revenge, Swordplay, Based on a Manga, Nudity,, Violence","Shouu Tajima : Original Creator, Yuuji Moriyama : Director & Character Design, Kaoru Wada : Music",0
7791,Made in Abyss,101.0,8.7,2017-01-01 00:00:00.000000,13.0,TV,Kinema Citrus,"Adventure, Drama, Fantasy, Mystery, Sci Fi, Seinen, Androids, Curse, Dark Fantasy, Melancholy, Non-Human Protagonists, Orphans, Outside World, Psychological, Robots, Based on a Manga, Explicit Violence","Akihito Tsukushi : Original Creator, Masayuki Kojima : Director & Episode Director & Storyboard, Hitoshi Haga : Assistant Director & Episode Director, Hideyuki Kurata : Screenplay & Series Composition, Kevin Penkin : Music & Song Composition, Kazuchika Kise : Animation Director & Character Design, Tsunetaka Ema : Photography Director, Osamu Masuyama : Art Director",0
7792,Made in Abyss Movie: Dawn of the Deep Soul,107.0,8.68,2020-01-01 00:00:00.000000,0.0,Movie,Kinema Citrus,"Adventure, Fantasy, Horror, Mystery, Sci Fi, Seinen, Curse, Dark Fantasy, Human Experimentation, Non-Human Protagonists, Orphans, Outside World, Robots, Based on a Manga, Explicit Violence,, Nudity","Akihito Tsukushi : Original Creator, Masayuki Kojima : Director, Kevin Penkin : Music, Kazuchika Kise : Character Design, Noritomo Isogai : Producer, Takayuki Takagi : Producer",0
7793,Made in Abyss: Hourou Suru Tasogare,258.0,8.46,2019-01-01 00:00:00.000000,0.0,Movie,Kinema Citrus,"Adventure, Drama, Fantasy, Mystery, Sci Fi, Androids, Curse, Dark Fantasy, Non-Human Protagonists, Orphans, Recap, Robots",Mieko Tsuruta : Producer,0
7794,Made in Abyss: Marulk's Daily Life,3852.0,7.18,2020-01-01 00:00:00.000000,0.0,Other,unknown,"Fantasy, Slice of Life, Short Episodes, Based on a Manga, Explicit Violence",unknown,0
7796,Made in Abyss: Tabidachi no Yoake,423.0,8.3,2019-01-01 00:00:00.000000,0.0,Movie,Kinema Citrus,"Adventure, Drama, Fantasy, Mystery, Sci Fi, Androids, Curse, Non-Human Protagonists, Orphans, Outside World, Psychological, Recap, Robots, Based on a Manga","Masayuki Kojima : Director, Kevin Penkin : Music, Kazuchika Kise : Character Design, Mieko Tsuruta : Producer",0
7797,Made in Japan,12652.0,6.06,1972-01-01 00:00:00.000000,0.0,Other,unknown,"Comedy, Shorts, Tourism",Renzo Kinoshita : Director,0
7798,Madlax,6205.0,6.88,2004-01-01 00:00:00.000000,26.0,TV,BEE TRAIN,"Mystery, Assassins, Guns, Political, War, Original Work","Kouichi Mashimo : Director, Yuki Kajiura : Music, Minako Shiba : Character Design, Satoko Miyachi : Character Design, Satoshi Ohsawa : Character Design, Yoshimi Umino : Art Director, Shigeru Kitayama : Producer, Tatsuya Hamamoto : Producer",0
7800,Mado King Granzort,5234.0,6.98,1989-01-01 00:00:00.000000,41.0,TV,Sunrise,"Action, Adventure, Mecha, Sci Fi, Robots, Original Work","Ouji Hiroi : Original Creator, Shuji Iuchi : Director, Kouhei Tanaka : Music, Toyoo Ashida : Character Design, Studio Live : Character Design, Shigemi Ikeda : Art Director, Takayuki Yoshii : Producer, Kyou Itou : Producer",0
7801,Mado King Granzort: Bouken-hen,7082.0,6.78,1992-01-01 00:00:00.000000,3.0,OVA,Jade Animation,"Action, Adventure, Mecha, Sci Fi, Robots, Original Work","Ouji Hiroi : Original Creator, Nobuhiro Kondou : Director, Kouhei Tanaka : Music, Toyoo Ashida : Character Design",0
7802,Mado King Granzort: The Final Magical Battle,7286.0,6.76,1990-01-01 00:00:00.000000,2.0,OVA,Studio Live,"Action, Adventure, Mecha, Sci Fi, Robots, Original Work","Ouji Hiroi : Original Creator, Shuji Iuchi : Director, Kouhei Tanaka : Music, Toyoo Ashida : Character Design",0
7803,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,13886.0,5.72,2010-01-01 00:00:00.000000,0.0,Other,unknown,"Anthropomorphic, Commercials, Promotional","Keiichirou Kawaguchi : Director, Satoru Yamaguchi : Character Design",0
7804,Madonna,11198.0,6.3,1988-01-01 00:00:00.000000,2.0,OVA,Toei Animation,"Comedy, Seinen, Sports, Delinquents, Rugby, School Life, Teaching, Based on a Manga, Nudity","Ikuko Kujirai : Original Creator, Akinori Nagaoka : Director, Minoru Maeda : Character Design, Tomiro Kuriyama : Producer, Akira Sasaki : Producer",0
7805,Madonna (Keiichi TANAAMI),15338.0,3.64,2005-01-01 00:00:00.000000,0.0,Movie,unknown,"Abstract, No Dialogue, Shorts",Keiichi Tanaami : Director,0
7806,Madoromi no Vevara,5010.0,7.02,2019-01-01 00:00:00.000000,1.0,Web,unknown,"Fantasy, Magic, Original Work",unknown,0
7811,Maegami Tarou,4921.0,7.02,1979-01-01 00:00:00.000000,0.0,TV Sp,Nippon Animation,"Adventure, Fantasy","Hiroshi Saito : Director, Shinichi Tanabe : Music, Yoshiyuki Momose : Character Design, Takaji Matsudo : Producer",0
7812,Maerchen Maedchen,14510.0,5.44,2018-01-01 00:00:00.000000,10.0,TV,Hoods Entertainment,"Fantasy, Magic, Person in a Strange World, School Life, Based on a Light Novel","Hisashi Saitou : Chief Director, Shigeru Ueda : Director, Rionos : Music, Yuuki Morikawa : Character Design, Kentarou Hattori : Producer, Terushige Yoshie : Producer, Shinya Shinozaki : Producer, Atsushi Aitani : Producer",0
7813,Maerchen Maedchen Specials,12101.0,6.16,2019-01-01 00:00:00.000000,0.0,DVD S,Hoods Entertainment,"Fantasy, Magic, Person in a Strange World, School Life, Based on a Light Novel","Hisashi Saitou : Chief Director, Takuo Kimura : Director, Shigeru Ueda : Director, Rionos : Music, Yuuki Morikawa : Character Design, Kentarou Hattori : Producer, Terushige Yoshie : Producer, Shinya Shinozaki : Producer",0
7814,Maesetsu! Opening Act,13897.0,5.72,2020-01-01 00:00:00.000000,12.0,TV,AXsiZ,"Comedy, Slice of Life, Original Work","Yuu Nobuta : Director, Touko Machida : Screenplay & Series Composition, Satoru Kousaki : Music, Katsuzou Hirata : Character Design, Koujirou Hayashi : Photography Director",0
7815,Maetel Legend,9672.0,6.5,2000-01-01 00:00:00.000000,2.0,OVA,Vega Entertainment,"Sci Fi, Cyborgs, Leijiverse, Based on a Manga","Kazuyoshi Yokota : Director, Masamichi Amano : Music, Hiroyuki Hayase : Sound Director, Takaji Matsudo : Producer, Yuuji Suzuki : Producer, Tomoyuki Imai : Producer, Hitoshi Yagi : Producer",0
7816,Maeterlinck's Blue Bird,8584.0,6.62,1980-01-01 00:00:00.000000,26.0,TV,Group TAC,"Adventure, Fantasy, Family Friendly","Hiroshi Sasagawa : Director, Leiji Matsumoto : Character Design",0
7847,Magatsu Wahrheit,10009.0,6.46,2020-01-01 00:00:00.000000,12.0,TV,Yokohama Animation Lab,"Action, Fantasy, Based on a Mobile Game","Naoto Hosoda : Director, Masaru Yokoyama : Music, Akiko Sugizono : Character Design, Reo Kurosu : Producer",0
7848,Magi: Adventure of Sinbad,437.0,8.28,2016-01-01 00:00:00.000000,13.0,TV,Lay-duce,"Action, Adventure, Comedy, Fantasy, Shounen, Animeism, Genies, Magic, Middle Eastern, Orphans, Overpowered Main Characters, Based on a Manga, Animal Abuse,, Mature Themes","Shinobu Ootaka : Original Creator, Yoshikazu Miyao : Director, Tomohiro Ookubo : Music, Souichirou Sako : Character Design, Noritomo Yonai : Producer, Junya Okamoto : Producer, Shunsuke Saitou : Producer, Toshihiro Maeda : Producer",1
7849,Magi: Adventure of Sinbad OVA,537.0,8.22,2014-01-01 00:00:00.000000,5.0,OVA,Lay-duce,"Action, Adventure, Comedy, Fantasy, Shounen, Dungeon, Genies, Magic, Middle Eastern, Orphans, Overpowered Main Characters, Based on a Manga","Shinobu Ootaka : Original Creator, Yoshikazu Miyao : Director, Tomohiro Ookubo : Music, Souichirou Sako : Character Design, Noritomo Yonai : Producer, Shunsuke Saitou : Producer, Kazuaki Ishibashi : Producer",1
